"pointspread" "score1" "score2" "scorediff" "loc"
5.5 56 53 -3 "H"
15.5 65 83 18 "V"
9 46 70 24 "N"
4.5 68 61 -7 "V"
7.5 59 56 -3 "N"
5.5 55 75 20 "H"
9.5 56 58 2 "V"
5 71 75 4 "H"
4 57 56 -1 "H"
-4.5 54 61 7 "H"
11.5 59 76 17 "V"
2 67 64 -3 "H"
-4 64 55 -9 "H"
7.5 59 80 21 "V"
9 55 61 6 "V"
7.5 74 67 -7 "H1"
2 71 64 -7 "V1"
10.5 61 65 4 "V"
1 71 52 -19 "H"
7 62 65 3 "V"
17.5 41 93 52 "V"
-1 69 61 -8 "H"
-3 61 63 2 "H"
5 66 76 10 "V"
13 50 58 8 "V"
12 56 66 10 "H"
1 49 53 4 "H"
2 81 79 -2 "N1"
9 63 68 5 "N1"
5.5 61 79 18 "V"
-18 76 52 -24 "H"
2 57 61 4 "V"
2 72 78 6 "V"
-8.5 69 54 -15 "H"
-9.5 83 62 -21 "VN"
9 53 50 -3 "V"
-8.5 62 48 -14 "H"
-5 57 66 9 "H"
1.5 53 59 6 "V"
-8 75 72 -3 "H"
14 60 71 11 "V"
-15.5 73 66 -7 "H"
-2.5 50 58 8 "H"
7 50 62 12 "V"
-4.5 91 75 -16 "H"
-1 88 85 -3 "V"
11 60 71 11 "V"
-5.5 78 67 -11 "H"
-9 89 64 -25 "V"
-5.5 71 76 5 "H"
1.5 66 78 12 "V"
3.5 85 88 3 "V"
-6.5 94 96 2 "H"
-3 66 64 -2 "N"
11 68 81 13 "N"
-6.5 84 73 -11 "H"
2.5 72 77 5 "V"
-7 76 56 -20 "N"
1.5 63 51 -12 "V"
-3 76 92 16 "N"
15.5 60 86 26 "V"
-4.5 61 42 -19 "H"
-7 50 49 -1 "H"
3.5 65 72 7 "V"
20.5 54 71 17 "V"
11 63 82 19 "VN"
-3.5 63 57 -6 "H"
6 48 47 -1 "V"
5 61 79 18 "V"
-12.5 64 51 -13 "H"
2 45 42 -3 "H"
8 72 75 3 "V"
4.5 87 72 -15 "V"
6 59 62 3 "H"
15.5 64 94 30 "V"
-2.5 63 70 7 "H"
11 74 70 -4 "V"
-5 101 92 -9 "H3"
-3 63 72 9 "H"
7.5 75 83 8 "V"
-1.5 78 66 -12 "H"
-4 65 71 6 "H"
-6 77 71 -6 "V"
1 79 72 -7 "HN"
12 74 85 11 "HN"
6 52 72 20 "V"
15.5 60 77 17 "V"
8 65 77 12 "N"
-6.5 73 76 3 "N"
-5.5 75 55 -20 "V"
17 84 102 18 "V"
12 64 84 20 "V"
-3.5 92 78 -14 "H"
7 79 88 9 "V"
-19.5 76 69 -7 "H"
-3 83 63 -20 "H"
-13 65 61 -4 "H"
10 71 78 7 "V"
6 48 64 16 "V"
7.5 53 69 16 "H"
9.5 59 74 15 "V"
-5.5 85 91 6 "H"
2.5 61 66 5 "V"
1.5 78 72 -6 "H1"
4.5 75 79 4 "H"
2.5 70 63 -7 "V"
-4.5 75 61 -14 "H"
3.5 61 74 13 "V"
-13.5 80 57 -23 "H"
2.5 52 48 -4 "V"
5.5 76 71 -5 "V"
-5.5 74 69 -5 "H"
-4.5 70 74 4 "H"
14.5 71 86 15 "V"
-2.5 53 52 -1 "N"
7 66 81 15 "N"
19.5 65 73 8 "V"
-7 82 85 3 "H"
6.5 87 76 -11 "V"
11.5 83 84 1 "V"
7.5 66 73 7 "V"
-3.5 64 73 9 "H"
19 52 75 23 "V"
-5.5 87 65 -22 "H"
6 78 70 -8 "N"
11 61 73 12 "V"
-6 82 71 -11 "N"
8.5 58 69 11 "V1"
-1 64 74 10 "H"
-2 69 67 -2 "H"
-4 59 66 7 "H"
6 74 71 -3 "V"
7 93 82 -11 "V"
-2 88 95 7 "H"
-7.5 79 72 -7 "H"
11 64 77 13 "V"
5.5 64 56 -8 "V"
7.5 53 68 15 "V"
-2 89 65 -24 "H"
-2.5 73 61 -12 "H"
8 65 71 6 "V"
-6.5 79 78 -1 "H"
-3 59 52 -7 "V"
2.5 71 68 -3 "V"
-1.5 76 77 1 "H"
-1.5 85 88 3 "H"
3 41 64 23 "N"
6.5 74 56 -18 "V"
-3.5 61 75 14 "H"
16 66 79 13 "V"
-6 75 71 -4 "V"
4 50 72 22 "H"
-15.5 62 45 -17 "H"
3 66 63 -3 "H"
-7 56 65 9 "H"
-6 64 48 -16 "H"
1 85 88 3 "V1"
-2 79 75 -4 "V1"
-17 78 67 -11 "H"
-8 74 65 -9 "H"
2.5 58 50 -8 "V"
1.5 71 75 4 "V"
2 60 58 -2 "H"
-6.5 83 73 -10 "H"
12.5 71 93 22 "V"
5 58 73 15 "V"
-7 70 82 12 "H"
-7.5 83 75 -8 "H"
7.5 67 76 9 "H"
4.5 74 70 -4 "V"
10.5 62 70 8 "V"
1.5 78 64 -14 "H"
16.5 79 80 1 "V1"
-13.5 64 46 -18 "N"
-2.5 65 69 4 "N"
-5 63 65 2 "V1"
-2.5 62 72 10 "V"
14.5 57 85 28 "V"
7 51 65 14 "V"
6 58 51 -7 "V"
1.5 60 66 6 "H"
9 61 54 -7 "V"
-8.5 69 58 -11 "H1"
1.5 71 74 3 "V"
3 67 72 5 "V"
-7 68 64 -4 "H"
-6.5 79 69 -10 "H"
4 92 65 -27 "V"
-8 58 68 10 "V"
4.5 59 81 22 "V"
-4.5 52 45 -7 "H"
-8 62 60 -2 "H"
1 61 70 9 "V"
4.5 72 78 6 "V"
-11 52 48 -4 "H"
-5 86 66 -20 "H"
-2.5 68 59 -9 "H"
4 77 70 -7 "V"
-3 72 69 -3 "H"
5 62 70 8 "V"
1.5 88 85 -3 "V"
-4 71 60 -11 "N"
1 67 60 -7 "N"
2 55 64 9 "N"
-8.5 80 71 -9 "H"
4.5 62 76 14 "V"
-14.5 86 59 -27 "H"
-16.5 80 79 -1 "H1"
-16.5 100 70 -30 "H"
-6.5 70 78 8 "N"
-12 60 56 -4 "N"
-19 68 70 2 "H"
-14.5 82 56 -26 "H"
-2.5 69 78 9 "HN"
-5.5 65 63 -2 "VN"
-14.5 89 70 -19 "H"
-14 91 78 -13 "H"
-3.5 97 94 -3 "H1"
-7.5 79 65 -14 "H"
-6.5 68 60 -8 "H"
-7 57 53 -4 "V"
3 78 75 -3 "V"
-13.5 74 64 -10 "H"
-5 67 76 9 "H"
8.5 84 73 -11 "V"
-3 60 78 18 "V"
-9.5 71 75 4 "H1"
-8 59 57 -2 "H"
-9.5 76 62 -14 "H"
2 63 76 13 "V"
4.5 88 80 -8 "V"
-2.5 75 59 -16 "V"
-8 79 74 -5 "H1"
1 74 69 -5 "H"
-3.5 61 73 12 "V"
1.5 61 54 -7 "V"
-4.5 80 75 -5 "N"
3.5 66 64 -2 "N"
1.5 69 78 9 "N"
3.5 63 83 20 "N"
18.5 59 91 32 "VN"
10.5 52 59 7 "V"
8.5 30 39 9 "H"
7 52 61 9 "N"
2 65 66 1 "V"
3 69 81 12 "N"
2.5 69 63 -6 "H"
7 40 62 22 "V"
16.5 26 70 44 "V"
7 53 61 8 "H"
3.5 48 58 10 "H"
13 65 64 -1 "V"
11.5 61 76 15 "V"
14.5 69 71 2 "V"
7.5 82 91 9 "H1"
8 68 58 -10 "H"
14 58 63 5 "V"
7.5 72 79 7 "V"
1 68 72 4 "H"
3 53 69 16 "H"
4.5 67 79 12 "H"
11 48 52 4 "V"
12.5 35 75 40 "V"
2 54 45 -9 "H"
6 58 66 8 "V"
3 52 59 7 "H"
8.5 68 70 2 "H"
13 62 68 6 "V"
10 46 56 10 "V"
9.5 63 77 14 "V"
12 72 100 28 "V"
-3 57 39 -18 "H"
9.5 56 72 16 "V"
2 40 68 28 "H"
12.5 83 80 -3 "V1"
15.5 70 84 14 "V"
13.5 59 68 9 "V"
13 40 56 16 "V"
8 79 86 7 "V"
-1.5 74 71 -3 "H"
-1 70 77 7 "H"
7 62 80 18 "V"
4 66 59 -7 "V"
-2.5 83 81 -2 "H2"
-2 69 75 6 "H"
-4 73 78 5 "H"
10.5 55 57 2 "V"
8 60 62 2 "V"
-5.5 56 64 8 "H"
3.5 66 53 -13 "H"
6.5 49 67 18 "V"
-2 45 54 9 "V"
-6.5 50 51 1 "H"
8 66 70 4 "V"
5 83 74 -9 "V"
-5.5 66 50 -16 "H"
-10 56 46 -10 "H"
5 68 71 3 "N"
-27 92 54 -38 "H"
-19.5 77 58 -19 "H"
-11.5 79 83 4 "H"
-9.5 82 70 -12 "H"
-14.5 85 57 -28 "H"
-21.5 77 63 -14 "H"
-14 68 60 -8 "V"
1.5 76 75 -1 "V"
-6.5 62 60 -2 "V"
-10 73 59 -14 "H"
-14 89 74 -15 "H"
2.5 73 79 6 "V"
-31 74 52 -22 "H"
-21.5 84 63 -21 "H"
3.5 60 65 5 "V"
-13.5 76 71 -5 "H1"
3.5 82 75 -7 "V"
4 61 66 5 "V"
-9 62 50 -12 "H"
-13.5 66 54 -12 "H"
-3 72 77 5 "V"
-8.5 55 64 9 "V"
-5.5 64 55 -9 "H"
-3.5 56 71 15 "V"
-4 72 70 -2 "H"
-4 61 59 -2 "H"
-2.5 65 42 -23 "V"
-6 80 63 -17 "V"
-8 68 64 -4 "H"
-14.5 52 61 9 "H"
-10 72 56 -16 "H"
-4.5 75 65 -10 "H"
-2.5 56 63 7 "H"
-3.5 61 64 3 "VN"
-5.5 71 74 3 "H"
-8.5 57 46 -11 "H"
-7.5 67 51 -16 "H"
-3.5 66 54 -12 "H"
7 55 62 7 "V"
2.5 74 69 -5 "V"
6 76 55 -21 "H"
12 58 61 3 "V"
-5.5 62 53 -9 "H"
-7 71 76 5 "H"
8 54 55 1 "V1"
19 57 60 3 "V"
7 53 57 4 "H"
-3.5 59 76 17 "H"
8.5 65 75 10 "V"
11 74 65 -9 "V"
1 57 62 5 "H"
3 56 87 31 "H"
4.5 58 55 -3 "H"
8.5 64 82 18 "V"
13 64 73 9 "V"
2 60 55 -5 "H"
10 64 68 4 "H"
12.5 50 60 10 "V"
10.5 46 64 18 "V"
11.5 66 84 18 "V"
-2 72 61 -11 "H"
4.5 72 62 -10 "H"
2 69 66 -3 "N"
8 79 69 -10 "N1"
7.5 45 64 19 "N"
-17.5 56 48 -8 "H"
5 58 67 9 "H"
-7.5 65 55 -10 "H"
8.5 80 78 -2 "V1"
-17 79 72 -7 "H"
-11 73 61 -12 "H"
-6 70 58 -12 "H"
-4.5 71 67 -4 "V"
-6.5 81 57 -24 "V"
-12.5 75 66 -9 "H"
-8 82 75 -7 "H1"
-10.5 66 60 -6 "H"
4 51 64 13 "V"
9.5 57 68 11 "V"
-6.5 68 74 6 "H"
2.5 48 51 3 "H"
5 77 67 -10 "V"
1.5 68 46 -22 "V"
-5.5 63 36 -27 "V"
2.5 60 63 3 "H1"
-2 73 69 -4 "H"
12 68 70 2 "V"
-1 80 71 -9 "H"
7 61 84 23 "V"
2.5 46 61 15 "V"
-13.5 77 61 -16 "H"
-12.5 71 51 -20 "H"
-3 78 83 5 "N"
9 51 72 21 "V"
3.5 61 68 7 "N"
1.5 48 69 21 "N"
-4.5 49 73 24 "N"
-4 55 54 -1 "H"
-7.5 64 60 -4 "H"
6.5 60 62 2 "H"
5 91 84 -7 "H3"
-20 83 61 -22 "H"
-7.5 68 52 -16 "H"
10.5 58 62 4 "V"
5 66 57 -9 "V"
-7 74 63 -11 "H"
-2 42 45 3 "V"
-8.5 63 54 -9 "H"
0 68 67 -1 "V"
-1.5 72 78 6 "V1"
-7 62 50 -12 "H"
-18 65 53 -12 "H"
-11 70 74 4 "H"
-3 61 79 18 "V"
-5 73 58 -15 "H"
9 39 45 6 "V"
4.5 51 55 4 "V"
-10 63 53 -10 "H"
-10 67 56 -11 "V"
3.5 54 56 2 "H"
-1 76 63 -13 "V"
-6.5 80 69 -11 "N"
3 67 85 18 "N"
10 79 70 -9 "V"
19.5 62 81 19 "V"
17.5 78 95 17 "V"
7.5 42 53 11 "V"
4.5 67 71 4 "H"
-3.5 67 80 13 "H"
12 62 82 20 "V"
15.5 50 75 25 "V"
-1 67 75 8 "H"
8.5 71 73 2 "H"
-6 78 81 3 "H1"
7.5 78 75 -3 "V"
9.5 70 74 4 "V"
8.5 57 71 14 "H"
7.5 62 75 13 "H"
15 49 74 25 "V"
10.5 63 68 5 "V"
3 73 62 -11 "V"
-4 76 58 -18 "H"
1 74 56 -18 "H"
-4 37 53 16 "H"
12.5 51 71 20 "V"
-4.5 67 49 -18 "N"
12 73 67 -6 "N"
6 53 69 16 "N"
-14 85 54 -31 "H"
-19 69 46 -23 "H"
-5 48 50 2 "V"
-1.5 88 83 -5 "V1"
6.5 49 62 13 "V"
-15 63 52 -11 "H"
10 52 65 13 "V"
-6.5 62 54 -8 "V"
-3.5 68 70 2 "V"
-18 89 69 -20 "H"
4.5 66 64 -2 "V"
-8.5 54 63 9 "H"
-13 74 50 -24 "H"
-3.5 75 70 -5 "V"
-11 76 52 -24 "V"
3.5 89 88 -1 "V"
-9 69 63 -6 "H"
-8 73 61 -12 "H"
-3.5 68 80 12 "V"
-18.5 71 40 -31 "H"
-12 86 61 -25 "H"
-7.5 80 72 -8 "V"
-1 68 61 -7 "V"
-4 74 84 10 "H"
-5.5 85 76 -9 "V"
-7 82 60 -22 "H"
-13.5 73 64 -9 "H"
2.5 75 56 -19 "V"
-8.5 70 69 -1 "H"
-8.5 62 54 -8 "H"
10.5 54 65 11 "VN"
6.5 48 74 26 "V"
8.5 62 75 13 "N"
-6.5 33 50 17 "N"
4.5 73 49 -24 "N"
-1.5 52 62 10 "H"
11.5 66 64 -2 "V1"
-10.5 66 55 -11 "H"
6 52 56 4 "HN"
5.5 49 68 19 "H"
-6 64 50 -14 "H"
12.5 58 60 2 "H"
10.5 33 56 23 "V"
8.5 79 89 10 "H1"
3.5 58 51 -7 "V"
-4 73 61 -12 "H"
12 59 81 22 "V"
8.5 57 58 1 "V"
3 54 58 4 "H"
5.5 56 57 1 "V"
2.5 67 49 -18 "H"
-2 46 58 12 "H"
-2 63 56 -7 "H"
11 70 74 4 "V"
-3.5 72 31 -41 "V"
-5.5 63 62 -1 "H"
-1.5 62 55 -7 "V"
19 40 66 26 "V"
-9 74 64 -10 "H"
3.5 75 72 -3 "HN"
6 64 48 -16 "HN"
4 52 64 12 "HN"
-4.5 80 68 -12 "H"
2 89 81 -8 "N1"
3.5 55 77 22 "N"
-10 57 75 18 "H"
3.5 74 77 3 "V1"
1.5 62 52 -10 "V"
4 61 76 15 "H"
-6.5 68 55 -13 "V"
4 65 61 -4 "H"
-7.5 75 65 -10 "H"
-7.5 98 86 -12 "H1"
2.5 61 53 -8 "V"
14.5 61 72 11 "V"
5 43 58 15 "H"
2.5 66 69 3 "V"
11.5 73 64 -9 "HN"
7 75 71 -4 "HN1"
8 60 65 5 "V"
-6 52 55 3 "H"
-3 94 71 -23 "V"
-9 68 40 -28 "H"
7.5 50 68 18 "V"
4.5 70 61 -9 "V"
-10.5 71 63 -8 "H"
-2 60 56 -4 "H"
-4.5 65 66 1 "V"
9.5 64 73 9 "V1"
1 67 57 -10 "H"
-4.5 66 53 -13 "VN"
10 55 74 19 "N"
4.5 71 78 7 "N"
-1 59 63 4 "V"
-8.5 54 45 -9 "H"
-6 53 59 6 "H"
-13.5 83 43 -40 "H"
-18.5 63 44 -19 "H"
-7 80 64 -16 "H"
10.5 60 54 -6 "V"
-10 67 51 -16 "H"
-5 46 38 -8 "H"
-14 61 63 2 "N"
-11 74 39 -35 "H"
-2.5 61 52 -9 "H"
-4.5 52 55 3 "V"
1 44 59 15 "V"
-5.5 56 36 -20 "H"
-5 74 58 -16 "V"
-9 65 51 -14 "H"
-4 58 55 -3 "H"
-2.5 60 66 6 "V"
-7.5 78 41 -37 "H"
2 80 69 -11 "V"
-14 73 55 -18 "H"
5 81 93 12 "V"
8 50 54 4 "V"
-9.5 82 54 -28 "H"
-1 73 68 -5 "H"
-4 52 53 1 "V"
-3.5 51 53 2 "V"
-8.5 61 58 -3 "H1"
1 56 75 19 "N"
-16 67 56 -11 "H"
-10 68 50 -18 "H"
-3.5 64 75 11 "H"
-8.5 51 53 2 "H"
1.5 78 65 -13 "N"
6.5 58 67 9 "N"
-2.5 65 68 3 "N"
-7.5 75 65 -10 "H"
-15.5 83 70 -13 "V"
-6.5 73 54 -19 "H"
-17.5 76 44 -32 "H"
-11 74 62 -12 "H"
-8 72 65 -7 "V"
-11.5 92 86 -6 "H1"
-15.5 90 63 -27 "VN"
-8.5 74 86 12 "V1"
-11.5 61 69 8 "H"
-12.5 70 64 -6 "V"
-25.5 81 65 -16 "H"
-8 68 61 -7 "V"
-12 86 68 -18 "H"
-13 84 57 -27 "H"
2 62 76 14 "V"
-4.5 75 71 -4 "V"
-7.5 84 52 -32 "H"
-12.5 93 82 -11 "H"
-1 76 84 8 "V"
-7.5 82 79 -3 "N"
-8.5 71 62 -9 "N"
1.5 56 62 6 "N"
-7.5 88 42 -46 "N"
3.5 53 78 25 "VN"
-11.5 69 50 -19 "H"
-5.5 96 87 -9 "V"
-19 87 76 -11 "H"
-2 95 79 -16 "H"
2 81 71 -10 "H"
7.5 67 68 1 "V"
-15.5 73 78 5 "H"
-1.5 66 65 -1 "N1"
5.5 52 88 36 "N"
11 71 97 26 "VN"
11.5 71 94 23 "V"
-3.5 75 86 11 "H"
10 70 65 -5 "V1"
-3 66 65 -1 "H"
5 58 74 16 "H"
11 70 77 7 "V"
9.5 64 73 9 "H"
15.5 60 72 12 "V1"
4.5 55 60 5 "H"
1 54 64 10 "H"
14 55 73 18 "V"
14 86 90 4 "V1"
12.5 56 88 32 "H"
2 80 70 -10 "H"
16.5 58 76 18 "V"
0 69 61 -8 "H"
19.5 57 85 28 "V"
5.5 79 90 11 "V"
10.5 63 80 17 "N"
10.5 71 77 6 "N"
3.5 68 94 26 "N"
1.5 74 71 -3 "N"
-6.5 63 57 -6 "H"
-5 63 79 16 "H"
12.5 60 62 2 "V"
3.5 67 71 4 "H"
-11.5 79 55 -24 "H"
-1 84 70 -14 "V"
2 66 59 -7 "H"
22.5 62 80 18 "V"
4.5 55 52 -3 "H"
-2.5 75 72 -3 "H"
7.5 44 60 16 "V"
3 65 66 1 "V"
7.5 86 84 -2 "H"
6.5 62 82 20 "V"
13.5 70 75 5 "H"
10.5 60 86 26 "V"
13 62 87 25 "V"
2.5 71 46 -25 "H"
5.5 63 66 3 "V"
-2.5 56 57 1 "H"
8 80 65 -15 "H"
5.5 62 76 14 "V"
2 57 67 10 "H"
13.5 66 81 15 "V"
-5.5 90 79 -11 "H"
5.5 62 75 13 "N"
-8.5 85 63 -22 "H"
2 84 73 -11 "N1"
8.5 66 77 11 "N"
-6 55 73 18 "H"
-2 66 61 -5 "H"
-9 74 72 -2 "H"
-9.5 73 76 3 "H"
-6.5 87 74 -13 "V"
-9 75 62 -13 "H"
-16.5 67 57 -10 "H"
7 53 61 8 "V"
4.5 68 63 -5 "V"
5.5 62 47 -15 "V"
6.5 65 60 -5 "V"
-4.5 64 54 -10 "H"
-11 65 74 9 "H"
1 66 74 8 "V"
8 76 81 5 "V"
4.5 53 57 4 "H"
-5.5 96 92 -4 "H"
8 57 59 2 "V"
1.5 60 71 11 "V"
-2.5 52 65 13 "H"
-4.5 72 62 -10 "H"
12.5 52 70 18 "V"
5.5 68 59 -9 "V"
-7 72 68 -4 "H"
-6 65 57 -8 "H"
-1.5 54 61 7 "H"
-2.5 64 62 -2 "N"
3.5 77 80 3 "N1"
6 79 90 11 "V"
-10.5 88 69 -19 "H"
-7.5 56 58 2 "V1"
13 41 78 37 "VN"
3.5 54 55 1 "N"
-7 64 55 -9 "H"
-11.5 72 60 -12 "H"
11.5 69 71 2 "H"
-7 59 50 -9 "H"
-8.5 65 54 -11 "HN"
-13.5 74 39 -35 "HN"
-4.5 63 68 5 "H"
8.5 67 78 11 "V"
5.5 54 67 13 "V"
-8.5 75 65 -10 "H"
-3 49 58 9 "H"
10.5 61 68 7 "V"
4.5 71 68 -3 "V"
-3 59 63 4 "H"
7 65 79 14 "H"
4.5 68 72 4 "V"
9.5 62 76 14 "V"
-3.5 66 67 1 "H"
4 77 79 2 "H1"
6.5 57 69 12 "V"
15.5 56 73 17 "V"
7 68 72 4 "V"
3.5 73 61 -12 "H"
-3.5 76 51 -25 "H"
2.5 62 64 2 "N"
10.5 50 84 34 "V"
-11 87 44 -43 "N"
2.5 60 63 3 "N"
-2.5 70 77 7 "N"
-5.5 69 59 -10 "N"
-7.5 68 67 -1 "H"
-7.5 56 60 4 "VN"
10.5 66 81 15 "N"
-11.5 76 71 -5 "H"
-11 74 67 -7 "H"
-4.5 57 67 10 "H"
4.5 57 53 -4 "V1"
1 64 65 1 "H"
8.5 67 69 2 "V"
4 52 79 27 "V"
-13 71 50 -21 "H"
9.5 66 80 14 "V"
8 56 61 5 "H"
-4.5 77 61 -16 "V"
-6 60 58 -2 "H"
-7 63 50 -13 "V"
8 60 80 20 "V"
-13.5 66 64 -2 "H"
10.5 61 71 10 "V"
3.5 57 73 16 "H"
1 62 65 3 "H"
15.5 65 91 26 "V"
10 70 83 13 "V"
3 74 83 9 "H"
-8.5 69 71 2 "N"
6 64 67 3 "V1"
-9.5 74 54 -20 "H"
-8 92 81 -11 "H"
7 55 63 8 "N"
3 70 61 -9 "N"
-10 65 54 -11 "V"
-5 75 71 -4 "V"
-4.5 58 57 -1 "H"
-12.5 77 57 -20 "H"
10 70 75 5 "V"
17.5 44 76 32 "V"
22 55 78 23 "N"
-8.5 76 63 -13 "H"
-3.5 70 64 -6 "H"
-1 67 75 8 "V"
5.5 61 75 14 "V"
-8 62 65 3 "H"
-8 72 49 -23 "H"
-7 54 59 5 "H"
3.5 57 65 8 "V"
13 53 72 19 "V"
-10.5 65 61 -4 "H"
1.5 70 59 -11 "V"
-2.5 49 67 18 "H"
-2 78 84 6 "V"
2.5 82 87 5 "V"
-12.5 75 57 -18 "H"
1.5 88 77 -11 "V"
-5 79 73 -6 "H"
6.5 62 70 8 "H"
-12 74 60 -14 "N"
-2.5 62 59 -3 "N"
3.5 58 56 -2 "N"
-2.5 65 63 -2 "N"
20.5 57 64 7 "VN"
5 55 63 8 "V"
4.5 81 71 -10 "N"
-11.5 68 51 -17 "N"
10.5 58 53 -5 "V"
-3 76 72 -4 "H"
21.5 41 73 32 "V"
15 63 85 22 "V"
4.5 66 71 5 "V"
17.5 68 84 16 "V"
14.5 43 65 22 "V"
7.5 59 61 2 "H"
-3 79 56 -23 "H"
-2.5 71 34 -37 "V"
-9.5 63 59 -4 "H"
-1 76 59 -17 "V"
-3 72 68 -4 "V"
-5.5 71 60 -11 "H"
-5.5 82 76 -6 "H"
-5 62 65 3 "V"
1.5 60 70 10 "V"
-13.5 66 58 -8 "H"
-5 67 62 -5 "H"
1.5 65 62 -3 "V"
-3.5 49 50 1 "V1"
-9.5 85 89 4 "H"
-10.5 71 68 -3 "H"
-6.5 70 55 -15 "N"
7.5 63 74 11 "N"
0 72 71 -1 "H1"
6 75 67 -8 "V1"
5 52 62 10 "V"
8.5 53 51 -2 "V"
-16.5 79 63 -16 "H"
-5.5 75 62 -13 "N"
-3 75 63 -12 "N"
-15.5 86 60 -26 "H"
-7 72 69 -3 "V"
-22 80 54 -26 "H"
-1.5 60 69 9 "V"
-9 59 51 -8 "HN"
-8 66 41 -25 "H"
-7.5 75 63 -12 "V"
-4 69 63 -6 "V"
-15.5 82 76 -6 "H"
-3.5 67 71 4 "V"
-8 74 62 -12 "H"
-2.5 67 64 -3 "H"
-11 62 52 -10 "V"
-15 73 39 -34 "H"
-12 55 68 13 "H"
-2 52 57 5 "V"
-10.5 62 64 2 "V"
-15.5 79 50 -29 "H"
-15 71 56 -15 "H"
2.5 68 67 -1 "V"
-3.5 66 62 -4 "V"
-7 94 79 -15 "H"
-11.5 56 59 3 "H"
5.5 79 91 12 "V"
-12.5 69 59 -10 "N"
-2.5 66 51 -15 "N"
2 65 68 3 "N"
4.5 73 55 -18 "N"
6.5 76 70 -6 "N"
-4.5 72 58 -14 "N"
4.5 70 66 -4 "N"
10 68 72 4 "N"
-6.5 59 72 13 "H"
6.5 57 63 6 "V"
15 78 86 8 "V2"
-3 71 62 -9 "H"
11.5 66 73 7 "V"
6 50 64 14 "V"
3 66 73 7 "H"
5 86 99 13 "V2"
-3.5 59 70 11 "V"
5 58 74 16 "V"
2 48 59 11 "H"
10.5 91 95 4 "V2"
-2 63 56 -7 "H"
8.5 56 66 10 "V"
-7.5 72 59 -13 "H"
6.5 71 81 10 "V"
1 64 68 4 "H"
-7.5 92 86 -6 "H"
5 74 62 -12 "V"
1 75 63 -12 "H"
8.5 58 60 2 "V"
-1 73 72 -1 "V"
-2 67 69 2 "H"
3 67 72 5 "N"
6 56 74 18 "V"
-21 73 40 -33 "H"
-1 74 84 10 "N"
-8.5 77 70 -7 "N"
-10.5 54 60 6 "H"
-8 81 56 -25 "H"
-35 86 40 -46 "H"
-2.5 50 60 10 "V"
-18 65 54 -11 "H"
-26.5 74 53 -21 "H"
-28.5 87 51 -36 "H"
-18 60 51 -9 "H"
-8.5 47 41 -6 "V"
-6 74 51 -23 "H"
10.5 64 59 -5 "V"
-1 66 70 4 "V"
-5 47 49 2 "H"
-3.5 45 44 -1 "H"
6 49 58 9 "V"
-2 74 68 -6 "V"
-8.5 74 70 -4 "H2"
2 65 62 -3 "H1"
5.5 53 58 5 "V1"
-3.5 71 49 -22 "H"
-8 69 41 -28 "V"
-16.5 77 46 -31 "H"
-14 56 69 13 "H"
5 43 58 15 "V"
-9.5 63 60 -3 "V"
2.5 68 59 -9 "N"
6 68 56 -12 "N"
2 43 50 7 "N"
-6.5 46 57 11 "N"
-9 66 54 -12 "N"
5 69 71 2 "V"
-2.5 82 93 11 "N"
2 62 72 10 "V"
-3 74 59 -15 "H"
10 51 67 16 "V"
-2.5 68 74 6 "V"
18 54 65 11 "V"
-5.5 70 72 2 "H"
7 49 47 -2 "H"
-14 72 55 -17 "H"
3 53 64 11 "V"
8 76 84 8 "V"
-4.5 58 45 -13 "H"
-7 53 47 -6 "H"
-6 67 58 -9 "H"
-9 77 50 -27 "H"
8 61 73 12 "V"
-6.5 74 54 -20 "V"
-1.5 57 60 3 "V"
2.5 73 65 -8 "V"
-6 68 70 2 "H2"
1 68 59 -9 "H"
-5 66 59 -7 "V"
1 71 54 -17 "V"
1 54 71 17 "V"
-14.5 78 61 -17 "H"
-2.5 56 75 19 "H"
-14 62 46 -16 "H"
-5.5 64 63 -1 "N"
8.5 69 70 1 "V"
-1 69 75 6 "V"
5.5 75 82 7 "V1"
6.5 73 68 -5 "H"
-4 43 59 16 "V"
-5.5 66 71 5 "N"
-1.5 60 74 14 "N"
14 61 72 11 "V"
-5.5 52 72 20 "H"
-10.5 80 73 -7 "H1"
12 50 84 34 "V"
12 46 62 16 "V"
-2 58 69 11 "H"
26.5 53 74 21 "V"
17.5 59 74 15 "V"
11.5 51 53 2 "V"
11 52 76 24 "H"
1 69 57 -12 "H"
3.5 72 75 3 "H"
9 50 60 10 "V"
6.5 54 74 20 "H"
12 65 76 11 "V"
18.5 40 71 31 "V"
13 74 82 8 "H"
6 49 64 15 "H"
5 71 53 -18 "H"
11.5 80 94 14 "V"
7.5 67 88 21 "V"
3.5 64 53 -11 "H"
-1 95 88 -7 "V2"
14.5 61 78 17 "V"
14 46 62 16 "V"
9.5 80 70 -10 "V"
-8 56 44 -12 "V"
-7 55 59 4 "N"
-6.5 60 45 -15 "N"
3.5 54 66 12 "V"
-4 66 57 -9 "H"
4 41 54 13 "V"
-5 63 57 -6 "V"
-7.5 67 59 -8 "H"
18 58 68 10 "V"
-3 64 53 -11 "H"
-11.5 53 51 -2 "H"
-7.5 69 53 -16 "H"
3.5 62 61 -1 "V"
9 63 69 6 "V"
